,logS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CC(C)(C)OC(N)=O,0.1,117.148,106.05999999999999,117.078978592,48,0,0.40451337178386493,-0.4439873512416773,0.4439873512416773,0.40451337178386493,10.014930555555555,-0.7245370370370365,10.014930555555555,0.4525462962962963,3.5512529243669313,93.09201719290463,6.784457050376174,5.393846850117352,5.393846850117352,3.416502219436388,2.401047570290608,2.401047570290608,2.5334701020406096,2.5334701020406096,0.406778449613443,0.406778449613443,0.301776695296637,0.301776695296637,-0.73,23.005390496014627,7.27,2.0264192526959985,5.27,48.81397751197934,10.470530430962235,5.601050810983688,0.0,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,0.0,20.771211599071872,0.0,0.0,9.53140013787187,6.093240070938415,0.0,0.0,5.733667477162185,26.37226241005556,0.0,0.0,0.0,0.0,5.733667477162185,4.794537184071822,0.0,0.0,11.694290881922104,4.736862953800049,0.0,20.771211599071872,0.0,0.0,0.0,0.0,52.32,11.694290881922104,4.794537184071822,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,4.736862953800049,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.416666666666668,0.8,8,2,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0.8802000000000001,30.42139999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)(C)O,0.08,88.14999999999998,76.05399999999999,88.088815004,38,0,0.05886986149053354,-0.3904828518322725,0.3904828518322725,0.05886986149053354,8.82638888888889,-0.45833333333333326,8.82638888888889,0.45833333333333326,3.168489872670569,33.69332843436965,5.207106781186548,4.654320376686505,4.654320376686505,2.5606601717798214,2.2842669695298,2.2842669695298,2.1659876502881983,2.1659876502881983,0.8652206641949665,0.8652206641949665,0.0,0.0,-0.04,12.16479703638053,5.959999999999999,1.6056599286563615,3.9600000000000004,38.993253237611995,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,20.268296022307258,0.0,5.601050810983688,5.106527394840706,0.0,0.0,0.0,0.0,32.79308403298157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.707578205824394,0.0,0.0,27.19203322199788,0.0,0.0,0.0,0.0,20.23,5.601050810983688,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,13.847474399381248,6.923737199690624,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,1.0,6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.1673,26.58879999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNc1ccccc1,0.07,108.14399999999998,100.07999999999998,108.06874825599999,42,0,0.04845667295205318,-0.32415116117014997,0.32415116117014997,0.04845667295205318,5.099814814814815,0.9375000000000002,5.099814814814815,0.9375000000000002,2.8320858350070908,147.87452390041133,5.819990956308912,4.464101615137754,4.464101615137754,3.931851652578137,2.4493587371177723,2.4493587371177723,1.5103629710818456,1.5103629710818456,0.9404557350153064,0.9404557350153064,0.5343778974176118,0.5343778974176118,-1.02,91.36757727918736,5.1232664756447,2.3289174062976996,0.9782341357433744,48.2912920203527,5.425791397110385,0.0,0.0,0.0,0.0,0.0,5.842670270266239,0.0,0.0,0.0,18.19910120538483,12.13273413692322,5.687386274683562,0.0,0.0,5.687386274683562,0.0,0.0,5.842670270266239,0.0,5.425791397110385,30.33183534230805,0.0,0.0,11.268461667376624,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,38.05,0.0,0.0,0.0,0.0,0.0,5.687386274683562,0.0,0.0,30.33183534230805,5.425791397110385,5.842670270266239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.166666666666668,0.0,8,3,2,0,0,0,1,0,1,2,2,2,1,0,0,0,1,0.9722000000000002,34.25210000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CO,0.04,74.12299999999999,64.04299999999999,74.07316494,32,0,0.045348803787554154,-0.39610984383746906,0.39610984383746906,0.045348803787554154,8.143518518518519,0.3055555555555556,8.143518518518519,0.3055555555555556,2.5395388613593903,17.609640474436812,4.284457050376173,3.731670645876131,3.731670645876131,2.270055610029662,1.8791765948599526,1.8791765948599526,1.5764210359524071,1.5764210359524071,0.3651483716701107,0.3651483716701107,0.0,0.0,-0.04,9.65148445440323,4.960000000000001,2.212525252525253,3.9600000000000004,32.62831112321538,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,5.917906046161393,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,5.917906046161393,13.847474399381248,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,12.52478801067431,0.0,0.0,0.0,13.847474399381248,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,1.0,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.6347,21.923799999999996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)CC,0.04,122.189,112.10899999999998,122.04015056,44,0,0.14927804730348812,-0.22886169043204027,0.22886169043204027,0.14927804730348812,10.368055555555555,-2.657407407407407,10.368055555555555,0.26736111111111116,3.8856046430784614,112.62522105691478,5.914213562373095,4.638958433764684,5.45545501469241,3.1213203435596424,2.324897164896054,4.146264369941972,1.3209203169565664,3.962760950869698,0.8796528112548948,2.6389584337646834,0.2041241452319315,0.6123724356957944,-0.050000000000000044,26.838740541269832,6.949999999999999,2.3067105731577073,2.622268907563025,44.459475752805965,0.0,9.837253136417502,0.0,0.0,0.0,0.0,0.0,8.417796984328938,0.0,0.0,13.847474399381248,0.0,11.505707213493578,0.0,8.417796984328938,9.837253136417502,0.0,0.0,0.0,13.847474399381248,11.505707213493578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.923504197822517,9.837253136417502,0.0,13.847474399381248,0.0,0.0,0.0,0.0,34.14,9.837253136417502,8.417796984328938,0.0,11.505707213493578,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,-2.657407407407407,0.0,0.0,0.0,0.0,0.0,0.0,20.73611111111111,3.837962962962963,1.0,7,0,2,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0.44100000000000006,30.00179999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
c1cnc2ncncc2n1,0.02,132.126,128.094,132.043596128,48,0,0.1807559318552541,-0.24966012948719002,0.24966012948719002,0.1807559318552541,3.9937037037037038,0.6365740740740742,3.9937037037037038,0.6365740740740742,2.888051601657992,280.72468835360144,6.811554787871633,5.098255458758335,5.098255458758335,4.9663264951887856,2.8338233099138885,2.8338233099138885,1.787928637628161,1.787928637628161,1.1497141726298972,1.1497141726298972,0.7239312962739277,0.7239312962739277,-1.58,348.57046183703704,5.224179570052424,1.982580223575813,0.699499318290727,56.99165957501821,0.0,11.844020792380803,5.647177220767728,0.0,0.0,0.0,0.0,19.935914083788834,0.0,0.0,0.0,0.0,12.393687143226153,6.196843571613076,0.0,11.16387793838399,0.0,19.935914083788834,0.0,0.0,0.0,24.917850789603772,0.0,0.0,0.0,0.0,0.0,0.0,19.935914083788834,0.0,0.0,0.0,24.917850789603772,0.0,11.16387793838399,0.0,51.56,0.0,0.0,0.0,0.0,5.647177220767728,5.516700717616262,6.3273200747645415,18.59053071483923,0.0,19.935914083788834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333336,0.0,10,0,4,0,0,0,0,2,2,4,0,4,0,0,0,0,2,0.41979999999999984,35.128,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNC(=O)c1ccncc1,0.01,137.14199999999997,130.08599999999998,137.058911844,52,0,0.2647827507246253,-0.2901429275077938,0.2901429275077938,0.2647827507246253,10.749537037037037,-0.3033333333333328,10.749537037037037,0.3033333333333328,2.8526279288191443,221.69435494406167,7.397341225498538,5.2422132319119505,5.2422132319119505,4.842535255101096,2.7532139951773598,2.7532139951773598,1.7093504426241088,1.7093504426241088,1.073603594304049,1.073603594304049,0.5866221958809619,0.5866221958809619,-1.4200000000000002,237.587417309747,6.6965501165501164,2.9319034022891572,1.2945922692541976,58.03740421573959,0.0,0.0,0.0,0.0,5.907179729351506,0.0,15.204307102129416,5.842670270266239,0.0,0.0,0.0,12.13273413692322,17.957138634923147,0.0,4.794537184071822,5.907179729351506,0.0,10.409769918057593,5.842670270266239,0.0,0.0,30.08987277184637,0.0,0.0,11.268461667376624,0.0,0.0,0.0,10.891158250298714,0.0,0.0,10.357988675768818,24.52642128014937,0.0,0.0,0.0,68.01,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,0.0,12.393687143226153,12.13273413692322,5.425791397110385,4.9839785209472085,5.842670270266239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.83333333333333,0.0,10,3,4,0,0,0,0,1,1,3,2,4,1,0,0,0,1,-0.3149000000000001,35.89059999999999,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oc1ccccc1,0.0,94.11299999999999,88.06499999999998,94.041864812,36,0,0.11507481947527982,-0.5079669948663066,0.5079669948663066,0.11507481947527982,8.632222222222222,0.32175925925925974,8.632222222222222,0.32175925925925974,3.0214653097240864,134.10736969541455,5.112884175122364,3.8339649414480865,3.8339649414480865,3.3938468501173515,2.134290400272939,2.134290400272939,1.3355491589367874,1.3355491589367874,0.756193600181959,0.756193600181959,0.4279941042701234,0.4279941042701234,-0.9800000000000001,47.19725257297226,4.18611295681063,1.6461962159398054,0.9290591797144502,42.22563687169298,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,12.13273413692322,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534230805,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,5.106527394840706,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,5.749511833283905,0.0,0.0,24.26546827384644,6.06636706846161,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,0.0,7,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.3921999999999999,28.106799999999993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC=O,-0.01,72.107,64.04299999999999,72.057514876,30,0,0.11947978113414225,-0.30340309725779463,0.30340309725779463,0.11947978113414225,9.40486111111111,0.7083333333333333,9.40486111111111,0.7083333333333333,2.4017152226171965,24.828921423310437,4.121320343559642,3.399812122026584,3.399812122026584,2.414213562373095,1.8510573320459265,1.8510573320459265,0.9553418012614794,0.9553418012614794,0.4065262647925708,0.4065262647925708,0.11785113019775793,0.11785113019775793,-0.33,11.245112497836532,4.67,3.67,3.67,31.99559947106314,4.794537184071822,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.4208216229260096,0.0,4.794537184071822,6.286160523129555,0.0,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,19.765380445542643,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,6.4208216229260096,12.706982146055566,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.999999999999998,0.75,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0.9854,20.971999999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C2CCC1C(C(=O)O)C(O)C2,-0.02,185.22299999999998,170.10299999999995,185.10519334,74,0,0.31023843463279205,-0.4809112928821233,0.4809112928821233,0.31023843463279205,10.911481481481482,-0.856759259259259,10.911481481481482,0.047453703703703276,2.2145938689633917,230.89970385530546,9.585421958697399,7.680610497281885,7.680610497281885,6.109060905280623,4.737876170840285,4.737876170840285,4.1310613943575625,4.1310613943575625,3.522537668773442,3.522537668773442,2.769165229034801,2.769165229034801,-0.6100000000000001,1079.8344842323033,8.96515082928919,2.9574701342458645,1.246017447317412,77.15694891058313,10.213054789681411,0.0,0.0,0.0,0.0,5.969305287951849,9.694446914922299,0.0,0.0,0.0,0.0,26.31013685145522,12.083681658295921,12.021872433909696,15.007591973753234,5.969305287951849,0.0,4.899909730850478,5.917906046161393,37.450112914822256,7.04767198267719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.31758983720515,4.794537184071822,5.917906046161393,19.26246486877803,0.0,0.0,0.0,0.0,60.769999999999996,17.991177721861547,9.901064578912528,0.0,6.041840829147961,12.462662452073971,12.841643245852019,0.0,0.0,7.04767198267719,4.899909730850478,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.8888888888888888,13,2,4,0,2,2,0,0,0,3,2,4,1,0,2,2,2,-0.08540000000000059,46.32260000000002,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CCOCC1,-0.03,86.134,76.054,86.07316494,36,0,0.04655485505248134,-0.3814524244186342,0.3814524244186342,0.04655485505248134,5.069444444444445,1.0,5.069444444444445,1.0,2.0,19.40990953421706,4.242640687119286,3.9437821963966004,3.9437821963966004,3.0,2.5773502691896253,2.5773502691896253,1.6730326074756157,1.6730326074756157,1.0773502691896255,1.0773502691896255,0.6870870583764656,0.6870870583764656,-0.04,34.3994618804395,4.127785234899329,2.189674338993739,0.9767560019818928,38.30673356139363,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,19.26246486877803,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,19.26246486877803,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,19.26246486877803,0.0,0.0,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,6,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1.1869,24.66999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1NC(=O)NC1=O,-0.06,128.131,120.067,128.058577496,50,0,0.32164810554780554,-0.3259990798100727,0.3259990798100727,0.32164810554780554,10.621296296296297,-0.3825462962962962,10.621296296296297,0.21990740740740722,2.5767695579280208,155.03698459046723,6.8533711511285205,5.1009536313038994,5.1009536313038994,4.236382105218448,2.8509536313038994,2.8509536313038994,1.9235466308656006,1.9235466308656006,1.2667941064376647,1.2667941064376647,0.7463453761052986,0.7463453761052986,-1.06,128.0131031611368,6.065944584382871,2.0459627217095737,1.0114509243709522,52.615956899190365,5.316788604006331,6.041840829147961,0.0,0.0,5.907179729351506,6.031114512338072,10.111325788078153,4.794537184071822,0.0,0.0,6.923737199690624,6.4208216229260096,0.0,0.0,9.589074368143644,11.938294241689578,0.0,10.633577208012662,0.0,19.386399651764595,0.0,0.0,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,17.980135070837537,4.794537184071822,0.0,13.344558822616634,0.0,0.0,0.0,0.0,58.2,0.0,9.589074368143644,0.0,17.980135070837537,6.4208216229260096,0.0,0.0,0.0,6.923737199690624,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.166666666666668,0.6,9,2,4,0,1,1,0,0,0,2,2,4,1,0,1,1,1,-0.3956000000000001,30.753399999999992,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1cc(O)no1,-0.07,99.089,94.04899999999999,99.0320284,38,0,0.25133869583713647,-0.49110459599392425,0.49110459599392425,0.25133869583713647,8.448194444444445,-0.05787037037037024,8.448194444444445,0.05787037037037024,3.042002767407289,141.97833347799207,5.276020881938894,3.8800257506534046,3.8800257506534046,3.2876937002347035,1.9112621957565705,1.9112621957565705,1.2957610529041255,1.2957610529041255,0.6155273010314898,0.6155273010314898,0.3532692888639566,0.3532692888639566,-0.99,46.670482779147534,4.17638935108153,1.2556292929718003,0.7074661822534565,40.55591253688225,9.629622331814055,5.760247418874442,0.0,0.0,5.879988336435371,0.0,0.0,0.0,0.0,0.0,0.0,12.080400456816069,6.06636706846161,0.0,9.629622331814055,0.0,0.0,5.156663257125445,0.0,6.923737199690624,0.0,11.826614487336052,0.0,5.879988336435371,0.0,0.0,5.879988336435371,0.0,10.263190651966152,0.0,6.923737199690624,5.760247418874442,10.589462005434958,0.0,0.0,0.0,46.260000000000005,0.0,0.0,0.0,5.879988336435371,5.760247418874442,0.0,6.06636706846161,6.923737199690624,0.0,9.679758194098794,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46412037037037,15.369212962962964,0.25,7,1,3,0,0,0,0,1,1,3,1,3,0,0,0,0,1,0.6886199999999998,22.90479999999999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)C(N)C(=O)O,-0.09,119.11999999999998,110.04799999999999,119.058243148,48,0,0.32266366773949673,-0.4800132023099517,0.4800132023099517,0.32266366773949673,9.85574074074074,-1.1805555555555556,9.85574074074074,0.9791666666666667,3.6376825478398387,91.28421251514428,6.732050807568877,4.5347262890326565,4.5347262890326565,3.553418012614795,2.218621903180177,2.218621903180177,1.6046245126325558,1.6046245126325558,0.8048726142168625,0.8048726142168625,0.2063393452998128,0.2063393452998128,-0.6100000000000001,39.36806555425064,7.39,2.637269224813579,1.9020806561183323,46.92395767246788,15.946722266843596,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,6.103966387748303,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,28.32816729452952,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,83.55,18.115112504848113,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,15.946722266843596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.333333333333336,0.75,8,4,4,0,0,0,0,0,0,3,3,4,2,0,0,0,0,-1.2209,27.291999999999994,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOCC,-0.09,74.123,64.04299999999999,74.07316494,32,0,0.043708412524692805,-0.3820258357826421,0.3820258357826421,0.043708412524692805,4.833333333333333,0.84375,4.833333333333333,0.84375,2.19060968716425,11.119415478763749,4.121320343559642,3.822461852836958,3.822461852836958,2.414213562373095,1.9915638315627207,1.9915638315627207,0.7814744144215573,0.7814744144215573,0.408248290463863,0.408248290463863,0.2041241452319315,0.2041241452319315,-0.04,11.245112497836532,4.960000000000001,3.9600000000000004,3.9600000000000004,32.94762260052625,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,4.736862953800049,0.0,0.0,0.0,0.0,13.847474399381248,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,4.736862953800049,0.0,13.847474399381248,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,0.0,13.213763929025836,0.0,0.0,13.847474399381248,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,1.0,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.0428000000000002,22.166999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
